@N: MF916 |Option synthesis_strategy=base is enabled. 
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[24] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[25] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_2[26] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3_0[24] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[25] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_5hz.v":6:0:6:5|Removing sequential instance M1.X1.clk2.div_cnt_3[26] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[0] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[24] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[25] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_4[26] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[24] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[25] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[26] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[1] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[2] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[3] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0[4] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[5] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[6] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[7] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[8] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[9] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[10] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[11] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[12] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[13] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[14] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[15] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[16] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[17] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[18] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[19] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[20] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[21] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[22] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[23] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[24] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[25] (in view: work.top(verilog)) because it does not drive other instances.
@N: BN362 :"c:\users\dande\desktop\13_ddr3_ov5640_hdmi\source\dynamo\clk_10hz.v":6:0:6:5|Removing sequential instance M1.Y1.clk1.div_cnt_0_0[26] (in view: work.top(verilog)) because it does not drive other instances.
